Date,XLK,XLV,XLF,XLE,XLY,XLP,XLI,XLU,XLB,XLRE,XLC
2018-03-09,32.53537368774414,75.24575805664062,25.40683937072754,23.99456214904785,49.069580078125,43.75972366333008,68.28286743164062,19.05632972717285,25.966035842895508,23.487628936767575,45.713585973968065
2018-03-12,32.63688278198242,74.92391204833984,25.3212890625,23.98754119873047,49.231231689453125,43.67958450317383,67.4385986328125,19.137338638305664,25.90251350402832,23.60139274597168,45.90859680184922
2018-03-13,32.26312255859375,75.01959991455078,25.03899383544922,23.815784454345703,48.88483428955078,43.64753341674805,67.10783386230469,19.179773330688477,25.79665184020996,23.677228927612305,45.108198959723545
2018-03-14,32.235443115234375,74.65428924560547,24.75670051574707,23.675559997558594,48.82477951049805,43.20672607421875,66.37670135498047,19.37650489807129,25.479063034057617,23.722736358642575,45.202167577480125
2018-03-15,32.25388717651367,74.53250885009766,24.76525497436523,23.552879333496097,48.77397537231445,42.90217208862305,66.56819915771484,19.36492919921875,25.144542694091797,23.722736358642575,45.128134861252306
2018-03-16,32.220577239990234,74.53250885009766,24.786720275878903,23.762928009033203,48.7230224609375,42.91748046875,66.92386627197266,19.534807205200195,25.142837524414062,23.847082138061523,45.17685966549701
2018-03-19,31.581806182861328,73.32796478271484,24.606416702270508,23.395774841308594,48.116180419921875,42.49837493896485,66.40824890136719,19.41429901123047,24.781530380249023,23.610595703125,43.22815660577538
2018-03-20,31.567907333374023,73.43273162841797,24.666513442993164,23.59347915649414,48.40338897705078,42.37749099731445,66.635498046875,19.32488441467285,24.756023406982425,23.602962493896484,42.598963305151806
2018-03-21,31.37814712524414,73.11849212646484,24.657934188842773,24.21128845214844,48.3663444519043,41.85361862182617,66.71414184570312,19.25879669189453,25.03657341003418,23.389366149902344,42.639170193318265
2018-03-22,30.568113327026367,71.01495361328125,23.74785423278809,23.71703338623047,47.33793640136719,41.50705337524414,64.51187896728516,19.344324111938477,24.28844451904297,23.30544662475586,41.62530024009397
2018-03-23,29.753456115722656,69.5398178100586,23.02665901184082,23.57228660583496,46.40684509277344,40.991241455078125,63.56806564331055,19.07219696044922,23.81237411499023,22.939271926879883,40.45686165439961
2018-03-26,30.88287353515625,70.98002624511719,23.773611068725582,23.995941162109375,47.77803039550781,41.5795783996582,65.10614776611328,19.270463943481445,24.301198959350582,23.252044677734375,41.00154823662953
2018-03-27,29.892316818237305,70.1421127319336,23.309988021850582,23.769996643066406,46.842281341552734,41.55540466308594,64.20600128173828,19.546476364135746,24.05466651916504,23.290191650390625,39.55300868001357
2018-03-28,29.693283081054688,70.51739501953125,23.352916717529297,23.307512283325195,46.27251052856445,42.127647399902344,63.98752975463867,19.53870391845703,23.748607635498047,23.717395782470703,39.494502295837464
2018-03-29,30.2811336517334,71.04985046386719,23.67058563232422,23.798236846923828,46.921043395996094,42.417781829833984,64.92261505126953,19.643665313720703,24.20343589782715,23.70977020263672,40.65371207999739
2018-04-02,29.559053421020508,69.4350814819336,23.146862030029297,23.32163429260254,45.596195220947266,41.37810134887695,63.58553695678711,19.492048263549805,23.676353454589844,23.41987419128418,39.64007453319145
2018-04-03,29.850662231445312,70.49122619628906,23.46453094482422,23.81941795349121,46.17522811889648,41.926143646240234,64.46820831298828,19.55813980102539,24.01215362548828,23.50379180908203,39.87570595716309
2018-04-04,30.26724624633789,71.49500274658203,23.713520050048828,23.787641525268555,47.02295684814453,42.578975677490234,64.74783325195312,19.60089683532715,24.169429779052734,23.77842140197754,40.09062278951205
2018-04-05,30.392229080200195,71.44264221191406,23.902393341064453,24.21481704711914,47.652950286865234,42.68375778198242,65.40327453613281,19.756404876708984,24.62000274658203,23.80130958557129,40.78272440759091
2018-04-06,29.64700698852539,69.7231216430664,23.327157974243164,23.777061462402344,46.638465881347656,42.24854278564453,63.594268798828125,19.60089683532715,24.020654678344727,23.557191848754883,40.07432635677589
2018-04-09,29.87843894958496,70.41268157958984,23.45594596862793,23.890026092529297,46.52729415893555,42.2243537902832,63.40201568603515,19.63977813720703,24.152427673339844,23.5495662689209,40.3528830829201
2018-04-10,30.61440658569336,71.59973907470703,23.807950973510746,24.680831909179688,47.092437744140625,42.321075439453125,64.37205505371094,19.4881649017334,24.649761199951172,23.389366149902344,41.221515872841216
2018-04-11,30.43387794494629,71.01495361328125,23.52462387084961,24.93854331970215,46.948829650878906,42.240474700927734,63.900146484375,19.46095085144043,24.466983795166016,23.45039176940918,41.10285529858156
2018-04-12,30.79955291748047,71.49500274658203,23.936742782592773,24.93500709533691,47.15264892578125,42.17600631713867,64.81774139404297,19.20438003540039,24.72627067565918,23.175764083862305,41.027395609969325
2018-04-13,30.697725296020508,71.46007537841797,23.576143264770508,25.21039390563965,46.88861846923828,42.38555908203125,64.66044616699219,19.35599136352539,24.700767517089844,23.297822952270508,41.04779524782501
2018-04-16,30.93378639221191,72.02742767333984,23.67917251586914,25.468101501464844,47.24067306518555,42.84495544433594,65.30712890625,19.62034034729004,25.03232192993164,23.404621124267575,41.37857575252171
2018-04-17,31.50774574279785,72.5860595703125,23.67917251586914,25.566951751708984,48.12080764770508,42.9416618347168,65.85770416259766,19.818605422973633,25.317119598388672,23.717395782470703,42.18393571582956
2018-04-18,31.424427032470703,72.64717102050781,23.56756019592285,25.96941375732422,48.347801208496094,42.61927795410156,66.53936004638672,19.74474334716797,25.499895095825195,23.6563663482666,42.04391426807406
2018-04-19,31.077272415161133,72.03616333007812,23.928157806396484,26.001190185546875,48.194942474365234,41.38615417480469,66.35582733154297,19.733081817626953,25.215103149414062,23.259679794311523,42.22216078036649
2018-04-20,30.646806716918945,71.6521224975586,23.936742782592773,25.877626419067383,47.70390701293945,40.693023681640625,66.06744384765625,19.55425453186035,25.07908058166504,23.053699493408203,41.721680246498885
2018-04-23,30.535709381103516,71.93143463134766,23.910978317260746,26.036487579345703,47.80582046508789,40.64466857910156,65.98878479003906,19.56591796875,25.006816864013672,23.09947967529297,41.608783420583556
2018-04-24,30.003406524658203,71.39026641845703,23.75644302368164,25.757591247558594,47.050750732421875,40.386756896972656,64.14482879638672,19.698087692260746,24.330961227416992,23.12236213684082,40.35322655203354
2018-04-25,30.008047103881836,71.7132339477539,23.73926544189453,25.96235084533691,47.24530792236328,40.45928955078125,64.32837677001953,19.70197868347168,24.462739944458008,23.04607582092285,40.380890463552795
2018-04-26,30.55423355102539,72.62095642089844,23.74785423278809,26.340103149414062,48.00963592529297,40.70108795166016,64.09239959716797,19.90024185180664,24.61575698852539,23.343591690063477,42.01713205984797
2018-04-27,30.498689651489254,72.91776275634766,23.782197952270508,26.061206817626953,48.22735595703125,40.918701171875,63.96131896972656,20.102392196655273,24.55199432373047,23.6563663482666,41.05661974140642
2018-04-30,30.29965591430664,71.80049896240234,23.56756019592285,26.05767059326172,48.03743362426758,40.66079330444336,63.11363983154297,20.04408264160156,24.23319625854492,23.5648136138916,40.946436833257934
2018-05-01,30.679203033447266,71.76557159423828,23.576143264770508,25.898805618286133,48.1022834777832,40.3061637878418,62.82524108886719,19.981876373291016,24.21194076538086,23.732654571533203,41.535182448104386
2018-05-02,30.646806716918945,70.77925872802734,23.309988021850582,26.00471305847168,47.77338790893555,39.51632308959961,62.27468490600586,19.96244239807129,24.156679153442383,23.62585067749023,41.50211664759224
2018-05-03,30.716232299804688,70.1421127319336,23.11251640319824,25.94469451904297,47.5603141784668,39.47603225708008,62.42325592041016,19.935230255126953,24.267187118530273,23.618221282958984,41.18174985359968
2018-05-04,31.299448013305664,70.7007064819336,23.41301918029785,26.07179832458496,48.185672760009766,40.04825973510742,63.14860534667969,20.02464485168457,24.568992614746097,23.885225296020508,41.955882055190884
2018-05-07,31.517005920410156,70.59598541259766,23.56756019592285,26.107097625732425,48.347801208496094,39.79841232299805,63.56806564331055,19.919679641723633,24.56049346923828,23.930997848510746,42.270608336333524
2018-05-08,31.586442947387695,70.06352996826172,23.730684280395508,26.311857223510746,48.14397811889648,39.63722229003906,64.02250671386719,19.42207145690918,24.50948905944824,23.763168334960938,42.1341994258261
2018-05-09,31.975250244140625,70.46505737304688,24.08269691467285,26.848472595214844,48.31074523925781,39.693634033203125,64.712890625,19.28601455688477,24.86229705810547,23.94625663757324,42.88035819057149
2018-05-10,32.3918342590332,71.40771484375,24.280160903930664,27.049713134765625,48.486778259277344,39.927364349365234,65.14984893798828,19.55813980102539,25.040821075439453,24.167482376098633,43.503193426766394
2018-05-11,32.34553909301758,72.47259521484375,24.262996673583984,27.088544845581055,48.58868408203125,39.927364349365234,65.28965759277344,19.585350036621097,25.03232192993164,24.053050994873047,43.66042033078931
2018-05-14,32.34091567993164,72.95265197753906,24.24581718444824,27.27564811706543,48.68133163452149,39.91124725341797,65.17607116699219,19.511489868164062,25.130088806152344,23.885225296020508,43.63462270939897
2018-05-15,32.03541564941406,72.0099868774414,24.202896118164062,27.282712936401367,48.39876937866211,39.758113861083984,64.95758056640625,19.34821128845215,25.05357551574707,23.48090934753418,43.135380254444854
2018-05-16,32.17891311645508,72.41149139404297,24.24581718444824,27.37803649902344,48.80177688598633,40.04019546508789,65.19352722167969,19.196596145629883,25.351123809814453,23.41987419128418,43.15866829782425
2018-05-17,32.01229476928711,72.43765258789062,24.194311141967773,27.791088104248047,48.63963317871094,40.177207946777344,65.44698333740234,19.041095733642575,25.410634994506836,23.297822952270508,43.078877009290494
2018-05-18,31.8780460357666,72.62095642089844,23.996841430664062,27.575733184814453,48.57941818237305,39.927364349365234,65.83150482177734,19.044986724853516,25.444637298583984,23.313077926635746,42.96234644629243
2018-05-21,32.15576934814453,72.6907958984375,24.168548583984375,27.858163833618164,48.84809494018555,40.09661865234375,66.8277359008789,19.142169952392575,25.580659866333008,23.5495662689209,43.21879315978812
2018-05-22,32.109474182128906,72.55113220214844,24.33168029785156,27.487464904785156,48.630374908447266,40.02408218383789,66.00626373291016,19.212148666381836,25.368127822875977,23.580076217651367,43.07499044361837
2018-05-23,32.34553909301758,72.78681945800781,24.177133560180664,27.48394203186035,48.9824333190918,40.169151306152344,65.94508361816406,19.387086868286133,25.308616638183594,23.77079391479492,43.58426328524812
2018-05-24,32.30852127075195,72.498779296875,23.988252639770508,27.032058715820312,49.0889892578125,40.13690948486328,66.26842498779297,19.546476364135746,25.2193546295166,23.67925071716309,43.308968764557505
2018-05-25,32.28538131713867,72.39401245117188,23.910978317260746,26.329509735107425,49.16309356689453,40.201393127441406,66.14611053466797,19.632001876831055,25.083328247070312,23.793682098388672,43.23133313415059
2018-05-29,32.109474182128906,71.6521224975586,23.11251640319824,26.248308181762695,48.78325271606445,40.11273956298828,65.08866119384766,19.632001876831055,24.649761199951172,23.854705810546875,43.00827921945898
2018-05-30,32.34553909301758,72.72571563720703,23.53321075439453,27.042648315429688,49.22794342041016,40.676910400390625,66.00626373291016,19.79139709472656,24.93880271911621,24.167482376098633,43.32436224329844
2018-05-31,32.354801177978516,71.93143463134766,23.335742950439453,26.837894439697266,48.991703033447266,40.02408218383789,65.05369567871094,19.822494506835938,24.73052406311035,24.09119033813477,43.73703063672947
2018-06-01,32.90561294555664,72.76062774658203,23.59331321716309,26.964977264404297,49.353023529052734,40.02408218383789,65.77030944824219,19.51926040649414,25.10883331298828,24.190370559692383,44.37049931603739
2018-06-04,33.169471740722656,73.03119659423828,23.67058563232422,26.731969833374023,49.90427780151367,40.354522705078125,65.67418670654297,19.363767623901367,25.253360748291016,24.426862716674805,44.56874968018728
2018-06-05,33.28517532348633,72.88282775878906,23.56756019592285,26.668426513671875,50.19610595703125,40.169151306152344,65.75283813476562,19.2626895904541,25.444637298583984,24.3048038482666,44.52397528826801
2018-06-06,33.502723693847656,73.70332336425781,23.996841430664062,26.79551696777344,50.663970947265625,40.21751403808594,66.30339050292969,18.803958892822266,25.916467666625977,24.373458862304688,44.625141974610244
2018-06-07,33.23426818847656,73.79933166503906,24.074108123779297,27.201509475708008,50.81221389770508,40.46736145019531,66.58303833007812,18.936134338378903,25.78469467163086,24.373458862304688,44.28741175220038
2018-06-08,33.17871856689453,74.22700500488281,24.10845184326172,27.1485595703125,50.91875076293945,40.96706008911133,66.80152893066406,18.928367614746097,25.85696029663086,24.457365036010746,44.41639753445487
2018-06-11,33.21575164794922,74.36668395996094,24.05693817138672,27.289777755737305,51.12257385253906,41.30556869506836,66.93260192871094,18.88948631286621,25.89521026611328,24.449735641479492,44.91599393500327
2018-06-12,33.37775421142578,74.32305145263672,23.996841430664062,27.081480026245117,51.368106842041016,41.38615417480469,66.86270141601562,19.1071834564209,25.929216384887695,24.587053298950195,45.28442558737793
2018-06-13,33.20649337768555,74.34048461914062,23.910978317260746,26.979095458984375,51.44684219360352,41.257205963134766,66.32960510253906,19.056652069091797,25.648670196533203,24.037796020507812,45.25819381792309
2018-06-14,33.44255447387695,74.72454833984375,23.687753677368164,26.940261840820312,51.98419952392578,41.32973098754883,66.07617950439453,19.293787002563477,25.686931610107425,24.266658782958984,46.302531848117134
2018-06-15,33.31481170654297,74.86997985839844,23.68689346313477,26.36164093017578,52.06966781616211,41.86091995239258,65.9112319946289,19.43106460571289,25.507564544677734,24.227418899536133,46.28112480772053
2018-06-18,33.35198211669922,74.15156555175781,23.64377784729004,26.62464904785156,51.98139953613281,41.25177764892578,65.63922119140625,19.49382781982422,25.44351577758789,24.20433807373047,46.51940944055256
2018-06-19,33.18010330200195,74.34431457519531,23.583417892456055,26.564228057861328,51.916378021240234,41.4710578918457,64.25292205810547,19.686019897460938,24.978029251098633,24.235111236572266,46.32431411743164
2018-06-20,33.249778747558594,74.50199890136719,23.52305793762207,26.68152236938477,52.16254806518555,41.51168441772461,64.29676818847656,19.70170783996582,24.896888732910156,24.496702194213867,46.899192810058594
2018-06-21,32.994300842285156,74.07273864746094,23.454076766967773,26.187477111816406,51.790977478027344,41.5928955078125,63.48956680297851,19.768386840820312,24.63212013244629,24.64286994934082,46.61175537109375
2018-06-22,32.8874626159668,74.40564727783203,23.341981887817383,26.70994758605957,51.70274353027344,41.93402862548828,63.70891189575195,19.905664443969727,24.990842819213867,24.85830307006836,46.81573867797851
2018-06-25,32.20463180541992,73.72229766845703,23.0919189453125,26.173267364501953,50.578765869140625,42.14519119262695,62.901710510253906,20.235143661499023,24.60222816467285,24.79674911499023,45.85142517089844
2018-06-26,32.33470153808594,73.49451446533203,23.01431655883789,26.50381088256836,50.941036224365234,41.96650314331055,63.13859939575195,20.25867462158203,24.696176528930664,24.92754364013672,45.92746353149414
2018-06-27,31.893413543701172,72.87252044677734,22.729759216308594,26.859222412109375,50.28152084350586,41.877166748046875,62.62969207763672,20.356725692749023,24.619312286376953,24.85830307006836,45.52688217163086
2018-06-28,32.283599853515625,72.96888732910156,22.92808723449707,26.823692321777344,50.67630386352539,41.877166748046875,62.71744918823242,20.34888458251953,24.71326065063477,25.1044979095459,45.98124313354492
2018-06-29,32.26966094970703,73.1178207397461,22.92808723449707,26.990737915039062,50.76455307006836,41.85279083251953,62.84904861450195,20.38026237487793,24.79867172241211,25.166046142578125,45.92560195922851
2018-07-02,32.55766296386719,73.34559631347656,23.04017448425293,26.59265899658203,50.83420944213867,41.609130859375,62.98942947387695,20.525386810302734,24.66628074645996,25.019868850708008,46.21303939819336
2018-07-03,32.172115325927734,73.52078247070312,22.833234786987305,26.759702682495117,50.578765869140625,41.70660400390625,62.787654876708984,20.584226608276367,24.62358283996582,25.166046142578125,45.647430419921875
2018-07-05,32.62733840942383,74.28300476074219,22.88496971130371,26.731285095214844,50.829559326171875,42.28326797485352,63.09473419189453,20.69404983520508,24.83710479736328,25.496875762939453,46.34285736083984
2018-07-06,33.00823974609375,75.35183715820312,22.997068405151367,26.894771575927734,51.22899627685547,42.41322326660156,63.3140983581543,20.85486221313477,24.960952758789062,25.60459327697754,47.07535934448242
2018-07-09,33.25906753540039,75.90372467041016,23.52305793762207,27.296398162841797,51.84207534790039,42.25077819824219,64.48982238769531,20.211605072021484,25.183013916015625,25.36608123779297,47.34426498413086
2018-07-10,33.33803939819336,76.19285583496094,23.436830520629883,27.498987197875977,51.95353698730469,42.75434112548828,64.69161987304688,20.403797149658203,25.396533966064453,25.48918342590332,47.32477951049805
2018-07-11,33.20796585083008,75.58837127685547,23.32473373413086,26.916093826293945,51.83277893066406,42.61627578735352,63.62997055053711,20.58814811706543,24.969491958618164,25.412242889404297,47.26080703735352
2018-07-12,33.732887268066406,76.42938995361328,23.367849349975582,26.962305068969727,52.176483154296875,42.55940246582031,64.37574005126953,20.603836059570312,25.029281616210938,25.473791122436523,48.00259017944336
2018-07-13,33.69571304321289,76.56956481933594,23.264375686645508,27.104469299316406,52.29259490966797,42.8355712890625,64.70916748046875,20.607759475708008,25.01647186279297,25.38916015625,47.92839813232422
2018-07-16,33.61675262451172,76.10526275634766,23.67827033996582,26.791698455810547,52.42263412475586,42.63250732421875,64.44596099853516,20.58814811706543,24.815752029418945,25.25067710876465,47.78933334350586
2018-07-17,33.86760711669922,76.52574920654297,23.70414161682129,26.685081481933594,52.473724365234375,42.99799346923828,64.70038604736328,20.57245635986328,25.140304565429688,25.0814151763916,47.79860305786133
2018-07-18,33.81184387207031,76.58708953857422,24.08354759216309,26.70284652709961,52.44122695922851,42.64875793457031,65.41111755371094,20.46656036376953,24.905431747436523,24.98908805847168,47.65952682495117
2018-07-19,33.69106674194336,76.15780639648438,23.721389770507812,26.70994758605957,52.320457458496094,42.67313003540039,65.38478088378906,20.654821395874023,24.9951114654541,25.227602005004883,47.32571792602539
2018-07-20,33.70037078857422,76.0088882446289,23.764495849609375,26.617536544799805,52.088226318359375,42.93302154541016,65.3145980834961,20.50969886779785,24.892614364624023,25.004474639892575,47.168094635009766
2018-07-23,33.87222671508789,76.16658020019531,24.09216690063477,26.500247955322266,52.032508850097656,42.66500473022461,64.91098022460938,20.364574432373047,24.75596618652344,24.93523597717285,47.36281967163086
2018-07-24,34.05803680419922,76.8586654663086,24.161148071289062,26.83434677124023,51.87922668457031,42.746212005615234,65.1829833984375,20.435178756713867,25.076248168945312,24.865989685058594,47.69660186767578
2018-07-25,34.485389709472656,77.83985900878906,24.2128849029541,27.058265686035156,52.26007843017578,43.071102142333984,66.17444610595703,20.49401092529297,25.272689819335938,25.11218643188477,48.03968048095703
2018-07-26,33.955848693847656,77.6208724975586,24.20425796508789,27.35326385498047,51.98605728149414,43.29852294921875,66.683349609375,20.713661193847656,25.417890548706055,25.196823120117188,46.227882385253906
2018-07-27,33.37519836425781,77.0601806640625,24.255998611450195,27.235973358154297,51.851356506347656,43.355377197265625,66.69213104248047,20.6469783782959,25.323936462402344,24.96601295471191,45.3507194519043
2018-07-30,32.854949951171875,77.10397338867188,24.27324104309082,27.459890365600582,51.43799591064453,43.3066520690918,66.03409576416016,20.521467208862305,25.27696418762207,24.94292640686035,44.63676071166992
2018-07-31,32.94320297241211,77.90998077392578,24.10079574584961,27.41012954711914,51.67950820922851,43.50969314575195,67.49057006835938,20.705814361572266,25.507564544677734,25.427629470825195,44.93346405029297
2018-08-01,33.24049377441406,77.92747497558594,24.10079574584961,27.029834747314453,51.424072265625,43.14420700073242,66.57807922363281,20.57245635986328,25.2470703125,25.59689712524414,44.7480354309082
2018-08-02,33.6585578918457,78.21660614013672,24.10941696166992,26.88055419921875,51.777042388916016,43.582794189453125,66.49031829833984,20.674440383911133,25.08051872253418,25.473791122436523,45.04473876953125
2018-08-03,33.77932357788086,78.6809310913086,24.247379302978516,26.741939544677734,51.95353698730469,44.0944709777832,66.55174255371094,20.905851364135746,25.319673538208008,25.80462074279785,45.3507194519043
2018-08-06,33.960487365722656,78.82110595703125,24.376718521118164,26.841453552246097,52.30187225341797,44.13508605957031,66.64825439453125,20.92154312133789,25.311128616333008,25.75077247619629,45.80506896972656
2018-08-07,34.09054946899414,78.82986450195312,24.48881149291992,27.04049301147461,52.54338836669922,43.8670654296875,67.12203979492188,20.890159606933594,25.396533966064453,25.69691467285156,45.86069869995117
2018-08-08,34.18345642089844,78.9525146484375,24.54917907714844,26.84500503540039,52.599117279052734,43.53404235839844,66.82374572753906,20.780344009399418,25.28977394104004,25.535337448120117,45.823604583740234
2018-08-09,34.197391510009766,78.86490631103516,24.402584075927734,26.59621810913086,52.794193267822266,43.40409851074219,66.45523071289062,20.87447166442871,25.42642593383789,25.581512451171875,46.07395935058594
2018-08-10,33.9233283996582,78.52323913574219,24.11803817749023,26.759702682495117,52.35296630859375,43.241661071777344,65.86737060546875,20.78426170349121,25.05916976928711,25.335304260253903,45.68450927734375
2018-08-13,33.87688064575195,78.54954528808594,23.88521957397461,26.41850471496582,52.088226318359375,43.241661071777344,65.55148315429688,20.81171417236328,24.807207107543945,25.327606201171875,45.6196174621582
2018-08-14,34.085899353027344,78.9174575805664,24.10941696166992,26.48247718811035,52.594486236572266,43.54217529296875,66.00775146484375,20.85486221313477,25.01647186279297,25.427629470825195,45.944149017333984
2018-08-15,33.77932357788086,78.78604125976562,23.91970443725586,25.558380126953125,51.95353698730469,43.72086715698242,65.69188690185547,21.04705238342285,24.619312286376953,25.6507511138916,45.30435562133789
2018-08-16,33.927982330322266,79.55699920654297,24.238754272460938,25.743202209472656,52.208988189697266,44.34625625610352,66.5254135131836,21.27455139160156,24.768775939941406,25.85078811645508,45.28581619262695
2018-08-17,33.97907638549805,79.80229949951172,24.29049301147461,25.807178497314453,52.25543212890625,44.687381744384766,66.92902374267578,21.384374618530273,24.952402114868164,26.09698486328125,45.07254409790039
2018-08-20,33.927982330322266,80.06512451171875,24.368099212646484,25.98133850097656,52.62700271606445,44.663028717041016,67.3764877319336,21.30984878540039,25.127498626708984,26.127758026123047,45.14673614501953
2018-08-21,33.98372268676758,80.06512451171875,24.46295166015625,26.11284065246582,53.04499435424805,44.34625625610352,67.87664794921875,21.15688133239746,25.225719451904297,25.889257431030273,45.42490005493164
2018-08-22,34.085899353027344,80.14399719238281,24.376718521118164,26.425609588623047,53.10074996948242,44.070106506347656,67.21857452392578,20.99998664855957,25.097606658935547,25.727684020996097,45.3692626953125
2018-08-23,34.16023254394531,80.11770629882812,24.26462173461914,26.30121612548828,53.04965591430664,43.96451950073242,67.0255355834961,20.984298706054688,24.926782608032227,25.666135787963867,45.18381881713867
2018-08-24,34.503963470458984,80.50316619873047,24.350847244262695,26.493144989013672,53.360836029052734,43.90767288208008,67.31509399414062,21.07450485229492,25.2513484954834,25.84309196472168,45.84214401245117
